platform	month	eq. cross. time	node
AVN15	2015-08-01	05:29:16.051119	descending
AVN15	2015-10-01	05:33:13.701805	descending
AVN15	2015-11-01	05:34:56.478837	descending
AVN15	2016-01-01	05:38:58.861406	descending
AVN15	2016-03-01	05:42:34.854233	descending
AVN15	2016-05-01	05:46:43.697545	descending
AVN15	2016-06-01	05:48:47.268859	descending
AVN15	2016-08-01	05:52:33.686191	descending
AVN15	2016-09-01	05:54:48.927771	descending
AVN15	2016-11-01	05:58:41.233076	descending
AVN15	2017-02-01	06:04:53.458527	descending
AVN15	2017-03-01	06:06:32.980550	descending
AVN15	2017-05-01	06:10:40.309673	descending
AVN15	2017-06-01	06:12:48.716548	descending
AVN15	2017-08-01	06:16:31.066278	descending
AVN15	2017-09-01	06:18:44.589285	descending
AVN15	2017-11-01	06:22:37.645802	descending
AVN15	2018-02-01	06:28:32.772396	descending
AVN15	2018-04-01	06:31:55.136935	descending
AVN15	2018-07-01	06:37:37.081391	descending
AVN15	2018-10-01	06:43:11.651448	descending
AVN15	2018-12-01	06:46:24.874811	descending
AVN15	2019-01-01	06:48:13.978973	descending
AVN15	2019-05-01	06:54:36.787964	descending
AVN15	2019-06-01	06:56:23.919734	descending
AVN15	2019-08-01	06:59:10.819025	descending
AVN15	2019-09-01	07:00:46.313260	descending
AVN15	2019-12-01	07:04:57.442695	descending
AVN15	2020-05-01	07:11:21.068162	descending
AVN15	2020-06-01	07:12:44.230122	descending
AVN15	2020-08-01	07:14:45.417626	descending
AVN15	2020-09-01	07:15:52.405473	descending
AVN15	2020-12-01	07:18:51.054739	descending
AVN16	2001-01-01	13:55:54.355975	ascending
AVN16	2001-02-01	13:55:23.287244	ascending
AVN16	2001-03-01	13:54:47.812288	ascending
AVN16	2001-04-01	13:54:28.242197	ascending
AVN16	2001-05-01	13:54:09.800614	ascending
AVN16	2001-06-01	13:53:44.634235	ascending
AVN16	2001-07-01	13:53:28.219668	ascending
AVN16	2001-08-01	13:53:05.328275	ascending
AVN16	2001-09-01	13:53:00.507494	ascending
AVN16	2001-10-01	13:52:42.662847	ascending
AVN16	2001-11-01	13:52:41.554739	ascending
AVN16	2001-12-01	13:52:37.989491	ascending
AVN16	2002-01-01	13:52:41.448784	ascending
AVN16	2002-02-01	13:52:48.724663	ascending
AVN16	2002-03-01	13:52:59.491518	ascending
AVN16	2002-04-01	13:53:11.049838	ascending
AVN16	2002-05-01	13:53:31.126540	ascending
AVN16	2002-06-01	13:53:54.832291	ascending
AVN16	2002-07-01	13:54:17.872911	ascending
AVN16	2002-08-01	13:54:43.211617	ascending
AVN16	2002-09-01	13:55:11.978421	ascending
AVN16	2002-10-01	13:55:41.758611	ascending
AVN16	2002-11-01	13:56:18.932103	ascending
AVN16	2002-12-01	13:56:56.636435	ascending
AVN16	2003-01-01	13:57:43.254132	ascending
AVN16	2003-02-01	13:58:30.156171	ascending
AVN16	2003-03-01	13:59:16.266949	ascending
AVN16	2003-04-01	14:00:10.918491	ascending
AVN16	2003-05-01	14:01:08.582968	ascending
AVN16	2003-06-01	14:02:11.843950	ascending
AVN16	2003-07-01	14:03:15.346672	ascending
AVN16	2003-08-01	14:04:21.877316	ascending
AVN16	2003-09-01	14:05:29.754400	ascending
AVN16	2003-10-01	14:06:38.848575	ascending
AVN16	2003-11-01	14:07:54.023919	ascending
AVN16	2003-12-01	14:09:13.264920	ascending
AVN16	2004-01-01	14:10:39.640129	ascending
AVN16	2004-02-01	14:12:06.734390	ascending
AVN16	2004-03-01	14:13:31.436917	ascending
AVN16	2004-04-01	14:15:09.404376	ascending
AVN16	2004-05-01	14:16:47.323717	ascending
AVN16	2004-06-01	14:18:31.134742	ascending
AVN16	2004-07-01	14:20:14.638852	ascending
AVN16	2004-08-01	14:22:02.946308	ascending
AVN16	2004-09-01	14:23:51.962192	ascending
AVN16	2004-10-01	14:25:43.171083	ascending
AVN16	2004-11-01	14:27:39.707034	ascending
AVN16	2004-12-01	14:29:40.260282	ascending
AVN16	2005-01-01	14:31:46.422208	ascending
AVN16	2005-02-01	14:33:58.523892	ascending
AVN16	2005-03-01	14:36:00.237672	ascending
AVN16	2005-04-01	14:38:17.886392	ascending
AVN16	2005-05-01	14:40:37.789384	ascending
AVN16	2005-06-01	14:43:05.187075	ascending
AVN16	2005-07-01	14:45:31.466952	ascending
AVN16	2005-08-01	14:48:01.994971	ascending
AVN16	2005-09-01	14:50:35.928375	ascending
AVN16	2005-10-01	14:53:10.069987	ascending
AVN16	2005-11-01	14:55:52.642281	ascending
AVN16	2005-12-01	14:58:35.796130	ascending
